"id","season","comment","subtype","elapsed","player1","player2"
1836,"2008/2009","n","shot","83","38817","27430"
1837,"2008/2009","n","direct_freekick","29","24890","24890"
1837,"2008/2009","p","penalty","73","127857","127857"
1837,"2008/2009","p","penalty","88","40565","40565"
1838,"2008/2009","n","header","3","30822","30630"
1838,"2008/2009","n","shot","45","30631","38834"
1839,"2008/2009","n","distance","70","38491","24753"
1839,"2008/2009","o","own-goal","85","24167",
1839,"2008/2009","n","distance","90","30618","24635"
1840,"2008/2009","n","shot","56","30352",
1840,"2008/2009","n","loose_ball","74","30818","31097"
1840,"2008/2009","n","header","83","33418","24410"
1841,"2008/2009","n","header","72","30619","23983"
1842,"2008/2009","n","shot","65","51553",
1842,"2008/2009","n","shot","71","40198","24213"
1842,"2008/2009","n","shot","76","40198","24213"
1843,"2008/2009","n","shot","39","34176","23922"
1843,"2008/2009","n","header","40","23438","23034"
1844,"2008/2009","n","volley","21","26777","24843"
1845,"2008/2009","dg","disallowed","64","109058",
1845,"2008/2009","n","shot","65","24006","24011"
1845,"2008/2009","n","header","76","24160","33086"
1845,"2008/2009","p","penalty","89","32570",
1846,"2008/2009","n","shot","33","24148","32569"
1847,"2008/2009","p","penalty","29","24435",
1847,"2008/2009","n","shot","63","26165","23354"
1847,"2008/2009","n","shot","81","38755","24435"
1847,"2008/2009","n","shot","84","43280","26165"
1847,"2008/2009","n","header","90","23314","25668"
1848,"2008/2009","n","direct_freekick","4","30686","30686"
1849,"2008/2009","n","loose_ball","69","27430","27430"
1850,"2008/2009","n","header","81","38835","39297"
1851,"2008/2009","n","header","4","40005","33941"
1851,"2008/2009","n","shot","51","34543","24223"
1851,"2008/2009","n","shot","87","40611","34543"
1852,"2008/2009","n","direct_freekick","10","24011",
1852,"2008/2009","n","deflected","27","24011",
1852,"2008/2009","n","shot","83","46810","33086"
1853,"2008/2009","n","shot","31","30618","24800"
1853,"2008/2009","dg","disallowed","34","30619",
1853,"2008/2009","n","header","36","24134","30618"
1853,"2008/2009","n","header","45","24234","40565"
1853,"2008/2009","n","shot","50","30915",
1853,"2008/2009","n","shot","66","30618","95327"
1853,"2008/2009","p","penalty","75","30889",
1853,"2008/2009","dg","disallowed","79","41175",
1854,"2008/2009","n","shot","45","34947","34176"
1854,"2008/2009","n","header","84","34176","19020"
1854,"2008/2009","n","volley","88","51553",
1854,"2008/2009","n","shot","90","33974","51553"
1855,"2008/2009","n","shot","10","30956","24020"
1855,"2008/2009","n","shot","50","30631",
1855,"2008/2009","n","direct_freekick","72","30631",
1855,"2008/2009","n","header","89","30956","30338"
1856,"2008/2009","p","penalty","44","127857","127857"
1857,"2008/2009","n","header","83","32570","25922"
1857,"2008/2009","n","shot","90","41073","24171"
1858,"2008/2009","o","own-goal","88","26066","26066"
1859,"2008/2009","n","header","45","30865","27430"
1859,"2008/2009","n","volley","63","30829","32569"
1859,"2008/2009","n","volley","87","27430","30893"
1860,"2008/2009","n","shot","84","36410","30843"
1861,"2008/2009","n","header","19","24658","23782"
1861,"2008/2009","o","own-goal","41","36373",
1861,"2008/2009","n","deflected","49","24171","32570"
1862,"2008/2009","n","header","18","39618","24846"
1862,"2008/2009","n","direct_freekick","45","24011",
1863,"2008/2009","n","shot","45","35608","30892"
1863,"2008/2009","n","shot","82","30988","43279"
1864,"2008/2009","n","distance","19","30619","37475"
1864,"2008/2009","n","shot","29","33781","24223"
1864,"2008/2009","n","shot","55","34543","26348"
1864,"2008/2009","n","header","78","47382","34574"
1865,"2008/2009","n","shot","2","30956","30338"
1865,"2008/2009","n","shot","69","23927","19020"
1865,"2008/2009","n","shot","85","34176","23916"
1866,"2008/2009","n","shot","70","34036",
1866,"2008/2009","n","header","75","23953","34601"
1867,"2008/2009","dg","disallowed","31","40695","40695"
1868,"2008/2009","n","header","90","111865","24890"
1869,"2008/2009","n","distance","68","30618","37920"
1869,"2008/2009","n","header","87","30876","24011"
1870,"2008/2009","n","header","11","24408","30954"
1870,"2008/2009","n","header","60","38807","23354"
1870,"2008/2009","p","penalty","80","23782",
1871,"2008/2009","n","shot","59","23190","63520"
1871,"2008/2009","n","shot","70","30348","31097"
1872,"2008/2009","n","shot","7","27665",
1872,"2008/2009","n","distance","22","24781","30338"
1872,"2008/2009","dg","disallowed","50","27665",
1872,"2008/2009","p","penalty","60","37169",
1872,"2008/2009","n","shot","76","34543","27665"
1873,"2008/2009","n","distance","53","30509","30509"
1874,"2008/2009","p","penalty","61","34947",
1874,"2008/2009","n","shot","66","34176","23916"
1874,"2008/2009","n","shot","86","34176","23916"
1875,"2008/2009","n","header","90","27430","38817"
1876,"2008/2009","n","deflected","4","23257",
1876,"2008/2009","n","deflected","54","40055","26494"
1876,"2008/2009","n","shot","67","40055","23257"
1877,"2008/2009","n","header","29","30960","30843"
1877,"2008/2009","n","header","65","26143","32577"
1877,"2008/2009","n","shot","82","26181","30843"
1877,"2008/2009","n","shot","86","36410","30843"
1878,"2008/2009","n","shot","60","25668","24001"
1878,"2008/2009","n","header","88","30456","49825"
1878,"2008/2009","n","distance","90","30631",
1879,"2008/2009","n","loose_ball","55","30988","33418"
1880,"2008/2009","n","shot","8","30895","30348"
1880,"2008/2009","n","shot","21","30348","40755"
1880,"2008/2009","n","header","25","24531","31097"
1880,"2008/2009","n","shot","57","24001","24773"
1881,"2008/2009","npm","saved_back_into_play","22","37169",
1881,"2008/2009","n","shot","33","27665","34543"
1881,"2008/2009","n","loose_ball","51","34543","27665"
1882,"2008/2009","n","shot","22","27430","34944"
1882,"2008/2009","n","loose_ball","44","38817",
1882,"2008/2009","dg","disallowed","53","27430",
1882,"2008/2009","n","header","60","30865","24154"
1882,"2008/2009","n","shot","65","30893","24154"
1882,"2008/2009","n","shot","73","30893","27430"
1883,"2008/2009","n","shot","21","34466","23264"
1884,"2008/2009","n","shot","41","24800","38818"
1884,"2008/2009","p","penalty","83","38491",
1885,"2008/2009","n","header","61","30876","24846"
1885,"2008/2009","n","shot","90","30843","27277"
1886,"2008/2009","n","shot","17","30367","33974"
1886,"2008/2009","n","shot","77","33781","30509"
1886,"2008/2009","n","shot","81","47382","24234"
1887,"2008/2009","n","shot","15","24372","37496"
1887,"2008/2009","n","shot","35","23934","26454"
1887,"2008/2009","n","shot","66","24136","34947"
1887,"2008/2009","npm","saved","70","34947",
1887,"2008/2009","n","shot","87","34947","34176"
1888,"2008/2009","n","shot","58","31906",
1888,"2008/2009","n","header","80","31906","30631"
1889,"2008/2009","p","penalty","44","30893","30893"
1891,"2008/2009","n","header","89","30853","34222"
1891,"2008/2009","n","shot","90","30853","24800"
1894,"2008/2009","n","loose_ball","32","33418","33418"
1894,"2008/2009","p","penalty","69","24225","24225"
1894,"2008/2009","dg","disallowed","80","47382","47382"
1895,"2008/2009","n","shot","14","31907","30956"
1895,"2008/2009","n","shot","71","26461","24020"
1895,"2008/2009","n","shot","80","26461","24020"
1895,"2008/2009","n","header","84","23190","34601"
1896,"2008/2009","n","header","31","26244","155384"
1896,"2008/2009","n","shot","64","23934","23783"
1896,"2008/2009","n","shot","73","23949","38836"
1896,"2008/2009","n","shot","75","23949","97988"
1896,"2008/2009","n","header","87","23934","24372"
1897,"2008/2009","n","shot","44","32577","23023"
1897,"2008/2009","n","shot","53","98058","24171"
1897,"2008/2009","n","header","69","23034","32577"
1897,"2008/2009","p","penalty","73","23257",
1898,"2008/2009","n","header","45","24001","24773"
1899,"2008/2009","n","header","78","30988","17866"
1899,"2008/2009","n","shot","90","43279","30988"
1900,"2008/2009","dg","disallowed","14","30935","30935"
1901,"2008/2009","dg","disallowed","22","27430",
1901,"2008/2009","n","shot","62","24154","30373"
1902,"2008/2009","p","penalty","40","24011",
1902,"2008/2009","n","shot","49","40792","30371"
1902,"2008/2009","p","penalty","90","40792",
1903,"2008/2009","n","shot","51","33781","30598"
1904,"2008/2009","dg","disallowed","17","34947",
1904,"2008/2009","n","shot","27","38807","23782"
1904,"2008/2009","dg","disallowed","42","23264",
1904,"2008/2009","n","deflected","90","23264",
1905,"2008/2009","n","shot","2","34574","24225"
1905,"2008/2009","n","shot","4","26494","38433"
1905,"2008/2009","n","shot","9","36412",
1905,"2008/2009","n","header","40","24228","24890"
1905,"2008/2009","n","shot","73","26494","26553"
1906,"2008/2009","n","shot","62","23190","30830"
1906,"2008/2009","n","shot","69","34222","30889"
1906,"2008/2009","dg","disallowed","76","37139",
1906,"2008/2009","n","header","78","23953","40987"
1906,"2008/2009","n","shot","85","37139","30853"
1906,"2008/2009","n","header","90","30853","24800"
1909,"2008/2009","n","shot","23","30829","40945"
1909,"2008/2009","n","shot","32","30646","37764"
1909,"2008/2009","dg","disallowed","45","43248",
1909,"2008/2009","n","direct_freekick","60","30893",
1911,"2008/2009","o","own-goal","51","37442",
1911,"2008/2009","dg","disallowed","66","24213",
1911,"2008/2009","n","shot","78","37139","30853"
1912,"2008/2009","n","shot","19","37804","30631"
1914,"2008/2009","dg","disallowed","42","24225","24225"
1915,"2008/2009","n","shot","61","24741","31907"
1915,"2008/2009","n","shot","72","31907","24741"
1915,"2008/2009","npm","saved_back_into_play","90","32570",
1916,"2008/2009","n","direct_freekick","9","24372",
1916,"2008/2009","n","shot","11","23934","34261"
1916,"2008/2009","n","shot","66","24223","33312"
1917,"2008/2009","n","distance","17","30895","31097"
1917,"2008/2009","n","loose_ball","27","34275",
1917,"2008/2009","n","header","86","38697","40006"
1918,"2008/2009","n","shot","75","38820","23190"
1918,"2008/2009","p","penalty","78","24001",
1918,"2008/2009","n","header","80","24001","33941"
1918,"2008/2009","o","own-goal","90","40695",
1919,"2008/2009","n","shot","9","30829","24154"
1919,"2008/2009","dg","disallowed","41","30829",
1919,"2008/2009","n","shot","82","34944","30373"
1919,"2008/2009","dg","disallowed","89","30893",
1921,"2008/2009","n","shot","3","30352",
1921,"2008/2009","n","shot","89","24635","23949"
1922,"2008/2009","n","loose_ball","71","109898","109898"
1923,"2008/2009","n","shot","45","38609","38807"
1923,"2008/2009","n","distance","79","26165","38609"
1923,"2008/2009","n","header","88","40695","24001"
1923,"2008/2009","n","shot","90","23253",
1924,"2008/2009","dg","disallowed","23","30876",
1924,"2008/2009","n","header","36","30876","24846"
1924,"2008/2009","n","distance","70","30735",
1925,"2008/2009","o","own-goal","32","30889",
1925,"2008/2009","n","shot","63","42183","24753"
1925,"2008/2009","dg","disallowed","90","23352",
1926,"2008/2009","n","shot","47","23937","24372"
1927,"2008/2009","n","shot","34","24136","30646"
1927,"2008/2009","n","shot","37","38711","24136"
1927,"2008/2009","n","volley","79","23023","32577"
1928,"2008/2009","n","shot","25","30627",
1928,"2008/2009","n","shot","83","41877","111865"
1928,"2008/2009","n","header","90","30631","30699"
1929,"2008/2009","n","shot","9","24635","24531"
1929,"2008/2009","dg","disallowed","12","42183",
1929,"2008/2009","n","shot","14","40755","31097"
1929,"2008/2009","n","shot","40","30895","24635"
1929,"2008/2009","n","shot","79","30895","24635"
1929,"2008/2009","dg","disallowed","90","42183",
1930,"2008/2009","n","shot","4","36410","39297"
1930,"2008/2009","n","direct_freekick","7","23257",
1930,"2008/2009","n","header","38","30831","3520"
1930,"2008/2009","n","shot","44","36410","30831"
1931,"2008/2009","n","shot","79","30822","30822"
1932,"2008/2009","n","shot","14","24001","23253"
1932,"2008/2009","dg","disallowed","67","23934",
1932,"2008/2009","n","shot","73","38755","23253"
1933,"2008/2009","n","shot","34","34543","27665"
1934,"2008/2009","n","shot","52","41175","30618"
1934,"2008/2009","n","shot","65","24800","41175"
1935,"2008/2009","n","loose_ball","9","36412","33852"
1935,"2008/2009","n","shot","20","30829","24150"
1935,"2008/2009","n","shot","56","27430","30802"
1936,"2008/2009","p","penalty","24","40198",
1936,"2008/2009","n","shot","89","30367","24213"
1938,"2008/2009","n","shot","90","111975","23438"
1939,"2008/2009","p","penalty","23","30893",
1939,"2008/2009","n","shot","28","30853","22764"
1939,"2008/2009","p","penalty","44","30618",
1939,"2008/2009","n","direct_freekick","77","34222",
1939,"2008/2009","n","distance","90","39647","30660"
1940,"2008/2009","o","own-goal","2","37764",
1940,"2008/2009","n","shot","65","3520",
1940,"2008/2009","n","volley","87","30935","3520"
1940,"2008/2009","p","penalty","90","30935",
1941,"2008/2009","n","distance","12","22991",
1941,"2008/2009","n","shot","41","24413","30988"
1941,"2008/2009","n","shot","45","29581","25005"
1941,"2008/2009","dg","disallowed","62","38802",
1941,"2008/2009","dg","disallowed","76","24413",
1943,"2008/2009","n","header","5","30818","30895"
1943,"2008/2009","n","shot","50","23949","24635"
1943,"2008/2009","n","header","85","26165","38807"
1944,"2008/2009","n","shot","18","40792","39618"
1944,"2008/2009","n","loose_ball","24","33086",
1944,"2008/2009","n","header","52","40695","24435"
1944,"2008/2009","n","deflected","90","39618","24846"
1945,"2008/2009","n","volley","30","30830","34036"
1945,"2008/2009","n","shot","90","23352","24162"
1946,"2008/2009","dg","disallowed","37","24372",
1946,"2008/2009","n","shot","42","31907",
1946,"2008/2009","n","shot","45","23934","155384"
1946,"2008/2009","n","shot","56","24020","30338"
1946,"2008/2009","n","shot","88","24661","30956"
1947,"2008/2009","n","header","9","39073","23034"
1947,"2008/2009","n","volley","38","24228","30360"
1948,"2008/2009","n","shot","18","30675","30631"
1948,"2008/2009","dg","disallowed","2","30631",
1949,"2008/2009","n","distance","12","30373","34944"
1949,"2008/2009","dg","disallowed","24","38817",
1949,"2008/2009","n","shot","30","27430","24150"
1949,"2008/2009","dg","disallowed","45","27430",
1949,"2008/2009","n","shot","63","30829","30802"
1950,"2008/2009","p","penalty","18","30843",
1950,"2008/2009","n","shot","42","30843","30935"
1950,"2008/2009","n","shot","60","39297","30960"
1951,"2008/2009","n","shot","45","24213",
1951,"2008/2009","n","shot","51","30367","40792"
1951,"2008/2009","n","shot","58","30367","26436"
1952,"2008/2009","n","header","13","37277","36394"
1952,"2008/2009","o","own-goal","21","19020",
1952,"2008/2009","n","shot","22","34176","23922"
1952,"2008/2009","dg","disallowed","30","23170",
1952,"2008/2009","npm","saved","48","34176",
1952,"2008/2009","n","shot","90","33781","30966"
1952,"2008/2009","n","shot","90","34543","24223"
1954,"2008/2009","n","shot","12","30348","30830"
