"id","season","comment","subtype","elapsed","scorer","assister"
3109,"2011/2012","n","header",83,"Branislav Ivanovic","Fernando Torres"
3109,"2011/2012","n","shot",90,"Fernando Torres","Daniel Sturridge"
3110,"2011/2012","n","shot",81,"Antonio Valencia","Rafael"
3110,"2011/2012","n","shot",86,"Ashley Young","Antonio Valencia"
3111,"2011/2012","o","own-goal",18,"Gareth McAuley","NA"
3111,"2011/2012","n","shot",68,"Victor Anichebe","Steven Pienaar"
3112,"2011/2012","n","tap_in",2,"Clint Dempsey","Bryan Ruiz"
3112,"2011/2012","n","shot",13,"Damien Duff","Clint Dempsey"
3112,"2011/2012","n","deflected",77,"Aaron Wilbraham","Wesley Hoolahan"
3113,"2011/2012","n","shot",31,"Sebastian Larsson","Stephane Sessegnon"
3113,"2011/2012","p","penalty",43,"Mario Balotelli","NA"
3113,"2011/2012","n","header",45,"Nicklas Bendtner","Stephane Sessegnon"
3113,"2011/2012","n","shot",55,"Sebastian Larsson","Nicklas Bendtner"
3113,"2011/2012","n","shot",85,"Mario Balotelli","Aleksandar Kolarov"
3113,"2011/2012","n","distance",86,"Aleksandar Kolarov","David Pizarro"
3114,"2011/2012","n","header",19,"Papiss Cisse","Hatem Ben Arfa"
3114,"2011/2012","n","shot",59,"Papiss Cisse","Hatem Ben Arfa"
3115,"2011/2012","n","shot",22,"Adel Taarabt","Clint Hill"
3115,"2011/2012","n","shot",37,"Theo Walcott","Robin van Persie"
3115,"2011/2012","n","shot",66,"Samba Diakite","Jamie Mackie"
3116,"2011/2012","n","shot",19,"Rafael van der Vaart","Gareth Bale"
3116,"2011/2012","n","shot",59,"Gylfi Sigurdsson","Wayne Routledge"
3116,"2011/2012","n","header",73,"Emmanuel Adebayor","Rafael van der Vaart"
3116,"2011/2012","n","header",86,"Emmanuel Adebayor","Aaron Lennon"
3117,"2011/2012","n","header",54,"Antolin Alcaraz","Jean Beausejour"
3117,"2011/2012","n","shot",90,"Victor Moses","NA"
3118,"2011/2012","n","shot",53,"Michael Kightly","Sylvan Ebanks-Blake"
3118,"2011/2012","p","penalty",63,"Martin Petrov","NA"
3118,"2011/2012","n","volley",80,"Marcos Alonso","David Ngog"
3118,"2011/2012","n","shot",84,"Kevin Davies","Chris Eagles"
3118,"2011/2012","n","shot",88,"Matt Jarvis","NA"
3119,"2011/2012","n","distance",87,"Mikel Arteta","Mikel Arteta"
3120,"2011/2012","n","direct_freekick",30,"Clint Dempsey","NA"
3120,"2011/2012","n","header",45,"Clint Dempsey","Damien Duff"
3120,"2011/2012","n","tap_in",80,"Mahamadou Diarra","John Arne Riise"
3121,"2011/2012","n","shot",62,"Branislav Ivanovic","Raul Meireles"
3121,"2011/2012","n","shot",83,"Mohamed Diame","Ben Watson"
3121,"2011/2012","n","tap_in",90,"Juan Mata","Fernando Torres"
3122,"2011/2012","n","shot",10,"Chris Herd","Barry Bannan"
3122,"2011/2012","n","header",82,"Luis Suarez","Daniel Agger"
3123,"2011/2012","p","penalty",15,"Wayne Rooney","NA"
3123,"2011/2012","n","distance",68,"Paul Scholes","Rafael"
3124,"2011/2012","n","shot",22,"Nikica Jelavic","Phil Jagielka"
3124,"2011/2012","n","shot",39,"Jonathan Howson","Wesley Hoolahan"
3124,"2011/2012","n","shot",61,"Nikica Jelavic","Steven Pienaar"
3124,"2011/2012","n","shot",77,"Grant Holt","Aaron Wilbraham"
3125,"2011/2012","n","distance",26,"Michael Kightly","David Edwards"
3125,"2011/2012","n","volley",37,"Robert Huth","Ryan Shawcross"
3125,"2011/2012","n","header",61,"Peter Crouch","Jermaine Pennant"
3127,"2011/2012","n","shot",5,"Papiss Cisse","Yohan Cabaye"
3127,"2011/2012","n","shot",69,"Papiss Cisse","Yohan Cabaye"
3128,"2011/2012","o","own-goal",7,"Martin Olsson","NA"
3128,"2011/2012","n","tap_in",69,"Marc-Antoine Fortune","Chris Brunt"
3128,"2011/2012","n","header",85,"Liam Ridgewell","Graham Dorrans"
3129,"2011/2012","n","shot",32,"Andreas Weimann","Stephen Ireland"
3129,"2011/2012","n","header",72,"Robert Huth","Jermaine Pennant"
3130,"2011/2012","n","tap_in",13,"Maxi Rodriguez","Craig Bellamy"
3130,"2011/2012","n","shot",16,"Maxi Rodriguez","Andy Carroll"
3130,"2011/2012","npm","saved",27,"Aiyegbeni Yakubu","NA"
3130,"2011/2012","n","header",36,"Aiyegbeni Yakubu","David Dunn"
3130,"2011/2012","p","penalty",61,"Aiyegbeni Yakubu","NA"
3130,"2011/2012","n","header",90,"Andy Carroll","Daniel Agger"
3131,"2011/2012","n","volley",52,"Magaye Gueye","Leon Osman"
3131,"2011/2012","n","shot",75,"Steven Pienaar","Magaye Gueye"
3131,"2011/2012","n","shot",76,"Leon Osman","Magaye Gueye"
3131,"2011/2012","n","deflected",81,"Victor Anichebe","Steven Pienaar"
3132,"2011/2012","p","penalty",45,"Frank Lampard","NA"
3132,"2011/2012","n","header",82,"Clint Dempsey","Damien Duff"
3133,"2011/2012","n","distance",6,"Sergio Aguero","Samir Nasri"
3133,"2011/2012","n","shot",54,"Sergio Aguero","Samir Nasri"
3133,"2011/2012","n","shot",61,"Carlos Tevez","Sergio Aguero"
3133,"2011/2012","n","shot",64,"David Silva","Sergio Aguero"
3134,"2011/2012","n","shot",73,"Hatem Ben Arfa","Yohan Cabaye"
3134,"2011/2012","n","shot",83,"Papiss Cisse","Shola Ameobi"
3135,"2011/2012","n","shot",45,"Joey Barton","Adel Taarabt"
3135,"2011/2012","n","shot",55,"Jamie Mackie","Anton Ferdinand"
3135,"2011/2012","n","distance",67,"Akos Buzsaky","Adel Taarabt"
3136,"2011/2012","n","shot",13,"Anthony Pilkington","Aaron Wilbraham"
3136,"2011/2012","n","shot",33,"Jermain Defoe","Jake Livermore"
3136,"2011/2012","n","shot",66,"Elliott Bennett","Russell Martin"
3137,"2011/2012","dg","disallowed",29,"Victor Moses","NA"
3137,"2011/2012","n","shot",50,"Shaun Maloney","Jean Beausejour"
3138,"2011/2012","p","penalty",9,"Robin van Persie","NA"
3138,"2011/2012","n","shot",11,"Theo Walcott","Robin van Persie"
3138,"2011/2012","n","shot",69,"Yossi Benayoun","Alex Song"
3139,"2011/2012","n","shot",7,"Franco Di Santo","Jordi Gomez"
3139,"2011/2012","n","shot",8,"Jordi Gomez","James McArthur"
3139,"2011/2012","n","header",21,"Thomas Vermaelen","Tomas Rosicky"
3140,"2011/2012","n","shot",37,"Luka Modric","Rafael van der Vaart"
3140,"2011/2012","n","volley",51,"Nigel Reo-Coker","David Ngog"
3140,"2011/2012","n","volley",60,"Rafael van der Vaart","Gareth Bale"
3140,"2011/2012","n","tap_in",62,"Emmanuel Adebayor","Aaron Lennon"
3140,"2011/2012","n","shot",69,"Emmanuel Adebayor","Gareth Bale"
3141,"2011/2012","n","shot",19,"Papiss Cisse","Davide Santon"
3141,"2011/2012","n","volley",90,"Papiss Cisse","Shola Ameobi"
3142,"2011/2012","o","own-goal",5,"Martin Skrtel","Martin Skrtel"
3143,"2011/2012","p","penalty",7,"Wayne Rooney","NA"
3143,"2011/2012","n","tap_in",44,"Danny Welbeck","Patrice Evra"
3143,"2011/2012","n","shot",74,"Wayne Rooney","Antonio Valencia"
3143,"2011/2012","n","shot",90,"Nani","Jonny Evans"
3144,"2011/2012","n","distance",18,"Carlos Tevez","David Silva"
3144,"2011/2012","n","shot",27,"Sergio Aguero","Carlos Tevez"
3144,"2011/2012","n","volley",52,"Andrew Surman","NA"
3144,"2011/2012","n","header",73,"Carlos Tevez","Yaya Toure"
3144,"2011/2012","n","shot",75,"Sergio Aguero","Yaya Toure"
3144,"2011/2012","n","",80,"Carlos Tevez","NA"
3144,"2011/2012","n","volley",90,"Adam Johnson","Gael Clichy"
3145,"2011/2012","o","own-goal",44,"Peter Crouch","NA"
3145,"2011/2012","n","deflected",69,"Cameron Jerome","Matthew Upson"
3147,"2011/2012","n","distance",37,"Gylfi Sigurdsson","Joe Allen"
3147,"2011/2012","n","shot",43,"Nathan Dyer","Daniel Graham"
3147,"2011/2012","o","own-goal",64,"Scott Dann","NA"
3148,"2011/2012","n","distance",22,"Graham Dorrans","Peter Odemwingie"
3151,"2011/2012","n","volley",41,"Mauro Formica","Morten Gamst Pedersen"
3151,"2011/2012","n","distance",49,"Junior Hoilett","Marcus Olsson"
3152,"2011/2012","n","distance",6,"Scott Sinclair","Leon Britton"
3152,"2011/2012","n","shot",14,"Chris Eagles","Martin Petrov"
3153,"2011/2012","n","distance",57,"Emmerson Boyce","NA"
3153,"2011/2012","n","distance",58,"Pavel Pogrebnyak","Clint Dempsey"
3153,"2011/2012","n","header",89,"Philippe Senderos","John Arne Riise"
3154,"2011/2012","n","shot",75,"Peter Odemwingie","Youssuf Mulumbu"
3155,"2011/2012","n","header",34,"Nikica Jelavic","Tony Hibbert"
3155,"2011/2012","n","header",41,"Wayne Rooney","Nani"
3155,"2011/2012","n","shot",57,"Danny Welbeck","Nani"
3155,"2011/2012","n","shot",61,"Nani","Danny Welbeck"
3155,"2011/2012","n","volley",67,"Marouane Fellaini","Tony Hibbert"
3155,"2011/2012","n","shot",69,"Wayne Rooney","Danny Welbeck"
3155,"2011/2012","n","shot",83,"Nikica Jelavic","NA"
3155,"2011/2012","n","tap_in",85,"Steven Pienaar","Marouane Fellaini"
3156,"2011/2012","n","tap_in",14,"Yohan Cabaye","Papiss Cisse"
3156,"2011/2012","n","shot",18,"Papiss Cisse","Yohan Cabaye"
3156,"2011/2012","dg","disallowed",53,"Papiss Cisse","NA"
3156,"2011/2012","n","distance",57,"Yohan Cabaye","NA"
3157,"2011/2012","n","direct_freekick",24,"Adel Taarabt","Adel Taarabt"
3158,"2011/2012","n","shot",27,"Sergio Aguero","Gael Clichy"
3158,"2011/2012","n","shot",74,"Samir Nasri","Carlos Tevez"
3159,"2011/2012","n","distance",1,"Daniel Sturridge","NA"
3159,"2011/2012","n","header",13,"John Terry","Juan Mata"
3159,"2011/2012","n","shot",19,"Fernando Torres","Salomon Kalou"
3159,"2011/2012","n","shot",25,"Fernando Torres","NA"
3159,"2011/2012","n","shot",64,"Fernando Torres","Juan Mata"
3159,"2011/2012","n","shot",80,"Florent Malouda","Ramires"
3159,"2011/2012","n","shot",84,"Djibril Cisse","Nedum Onuoha"
3160,"2011/2012","p","penalty",7,"Nikica Jelavic","NA"
3160,"2011/2012","n","header",16,"Marouane Fellaini","Steven Pienaar"
3160,"2011/2012","n","shot",40,"Nikica Jelavic","Steven Pienaar"
3160,"2011/2012","n","shot",61,"Tim Cahill","Steven Pienaar"
3161,"2011/2012","n","header",45,"Vincent Kompany","David Silva"
3162,"2011/2012","n","shot",24,"Luis Suarez","Steven Gerrard"
3162,"2011/2012","n","shot",28,"Luis Suarez","NA"
3162,"2011/2012","n","distance",82,"Luis Suarez","Daniel Agger"
3163,"2011/2012","n","header",10,"Peter Crouch","Matthew Etherington"
3163,"2011/2012","n","shot",15,"Robin van Persie","Tomas Rosicky"
3164,"2011/2012","n","volley",25,"Kevin Davies","Martin Petrov"
3164,"2011/2012","n","shot",36,"Nicklas Bendtner","Jack Colback"
3164,"2011/2012","n","",43,"NA","NA"
3164,"2011/2012","n","direct_freekick",55,"James McClean","NA"
3164,"2011/2012","n","header",70,"Kevin Davies","Samuel Ricketts"
3165,"2011/2012","n","header",1,"Andrea Orlandi","Scott Sinclair"
3165,"2011/2012","n","deflected",4,"Joe Allen","Gylfi Sigurdsson"
3165,"2011/2012","n","header",15,"Nathan Dyer","Andrea Orlandi"
3165,"2011/2012","n","header",28,"Steven Fletcher","Kevin Doyle"
3165,"2011/2012","n","shot",31,"Daniel Graham","Nathan Dyer"
3165,"2011/2012","n","shot",33,"Matt Jarvis","Kevin Doyle"
3165,"2011/2012","n","shot",54,"David Edwards","Michael Kightly"
3165,"2011/2012","n","tap_in",69,"Matt Jarvis","Steven Fletcher"
3166,"2011/2012","n","loose_ball",22,"Rafael van der Vaart","Gareth Bale"
3166,"2011/2012","n","direct_freekick",75,"Kyle Walker","NA"
3168,"2011/2012","n","header",13,"Victor Moses","Emmerson Boyce"
3168,"2011/2012","n","shot",15,"Victor Moses","Jean Beausejour"
3168,"2011/2012","n","shot",36,"Shaun Maloney","Franco Di Santo"
3168,"2011/2012","n","distance",45,"Franco Di Santo","Shaun Maloney"
3169,"2011/2012","n","shot",2,"Yossi Benayoun","Tomas Rosicky"
3169,"2011/2012","n","volley",12,"Wesley Hoolahan","Kyle Naughton"
3169,"2011/2012","n","deflected",27,"Grant Holt","Wesley Hoolahan"
3169,"2011/2012","n","shot",72,"Robin van Persie","Alex Song"
3169,"2011/2012","n","shot",80,"Robin van Persie","NA"
3169,"2011/2012","n","shot",85,"Steve Morison","Jonathan Howson"
3170,"2011/2012","n","deflected",35,"Ciaran Clark","Charles N'Zogbia"
3170,"2011/2012","p","penalty",61,"Emmanuel Adebayor","NA"
3171,"2011/2012","n","header",87,"Antolin Alcaraz","Jean Beausejour"
3172,"2011/2012","p","penalty",24,"Martin Petrov","NA"
3172,"2011/2012","o","own-goal",72,"Billy Jones","NA"
3172,"2011/2012","n","shot",75,"Chris Brunt","Shane Long"
3172,"2011/2012","n","shot",90,"James Morrison","character(0)"
3173,"2011/2012","n","direct_freekick",12,"Clint Dempsey","NA"
3173,"2011/2012","n","distance",34,"Phil Bardsley","Dong-Won Ji"
3173,"2011/2012","n","shot",35,"Moussa Dembele","John Arne Riise"
3174,"2011/2012","o","own-goal",19,"Michael Essien","NA"
3174,"2011/2012","n","shot",25,"Jordan Henderson","Maxi Rodriguez"
3174,"2011/2012","n","header",28,"Daniel Agger","Andy Carroll"
3174,"2011/2012","npm","post",45,"Stewart Downing","NA"
3174,"2011/2012","n","tap_in",50,"Ramires","Florent Malouda"
3174,"2011/2012","n","distance",61,"Jonjo Shelvey","NA"
3175,"2011/2012","n","tap_in",28,"Paul Scholes","Michael Carrick"
3175,"2011/2012","n","shot",41,"Ashley Young","Wayne Rooney"
3176,"2011/2012","n","distance",70,"Yaya Toure","Sergio Aguero"
3176,"2011/2012","n","shot",89,"Yaya Toure","Gael Clichy"
3177,"2011/2012","n","shot",89,"Djibril Cisse","Anton Ferdinand"
3179,"2011/2012","n","header",31,"John Terry","Romelu Lukaku"
3179,"2011/2012","n","distance",34,"Raul Meireles","Michael Essien"
3179,"2011/2012","n","header",60,"Aiyegbeni Yakubu","Scott Dann"
3180,"2011/2012","n","deflected",16,"Steven Pienaar","Marouane Fellaini"
3180,"2011/2012","n","loose_ball",27,"Nikica Jelavic","NA"
3180,"2011/2012","n","header",65,"Johnny Heitinga","Darron Gibson"
3180,"2011/2012","o","own-goal",73,"Tony Hibbert","NA"
3181,"2011/2012","n","shot",39,"Pablo Zabaleta","Yaya Toure"
3181,"2011/2012","n","shot",48,"Djibril Cisse","Shaun Wright-Phillips"
3181,"2011/2012","n","header",66,"Jamie Mackie","Armand Traore"
3181,"2011/2012","n","header",90,"Edin Dzeko","David Silva"
3181,"2011/2012","n","shot",90,"Sergio Aguero","Mario Balotelli"
3182,"2011/2012","n","header",8,"Grant Holt","Bradley Johnson"
3182,"2011/2012","n","shot",21,"Simeon Jackson","NA"
3183,"2011/2012","n","",13,"Jonathan Walters","Matthew Etherington"
3183,"2011/2012","n","",40,"Mark Davies","NA"
3183,"2011/2012","n","shot",45,"Kevin Davies","NA"
3183,"2011/2012","p","penalty",79,"Jonathan Walters","NA"
3184,"2011/2012","n","header",20,"Wayne Rooney","Phil Jones"
3185,"2011/2012","n","shot",86,"Daniel Graham","Angel Rangel"
3186,"2011/2012","n","shot",2,"Emmanuel Adebayor","Rafael van der Vaart"
3186,"2011/2012","n","shot",63,"Jermain Defoe","Aaron Lennon"
3187,"2011/2012","n","shot",4,"Yossi Benayoun","NA"
3187,"2011/2012","n","shot",12,"Shane Long","James Morrison"
3187,"2011/2012","n","shot",15,"Graham Dorrans","James Morrison"
3187,"2011/2012","n","shot",30,"Andre Santos","NA"
3187,"2011/2012","n","tap_in",55,"Laurent Koscielny","NA"
3188,"2011/2012","n","shot",9,"Matt Jarvis","David Edwards"
3188,"2011/2012","n","shot",12,"Franco Di Santo","James McCarthy"
3188,"2011/2012","n","header",14,"Emmerson Boyce","Jean Beausejour"
3188,"2011/2012","n","volley",79,"Emmerson Boyce","Hugo Rodallega"
3188,"2011/2012","n","shot",86,"Steven Fletcher","NA"
3189,"2011/2012","n","shot",40,"Andrey Arshavin","Andrey Arshavin"
3190,"2011/2012","n","tap_in",5,"Javier Hernandez","Nani"
3190,"2011/2012","n","header",20,"Wayne Rooney","Phil Jones"
3190,"2011/2012","n","loose_ball",25,"Wayne Rooney","Phil Jones"
3190,"2011/2012","dg","disallowed",27,"Javier Hernandez","NA"
3190,"2011/2012","n","loose_ball",58,"Javier Hernandez","Michael Carrick"
3190,"2011/2012","n","shot",68,"Wayne Rooney","Nani"
3191,"2011/2012","n","",19,"Leon Osman","Tim Cahill"
3191,"2011/2012","n","distance",63,"Stiliyan Petrov","Stephen Warnock"
3191,"2011/2012","p","penalty",69,"Leighton Baines","NA"
3191,"2011/2012","n","header",83,"Gabriel Agbonlahor","Marc Albrighton"
3192,"2011/2012","n","shot",32,"Ruben Rochina","Junior Hoilett"
3192,"2011/2012","n","shot",38,"Bobby Zamora","Danny Murphy"
3193,"2011/2012","n","shot",13,"Sergio Aguero","David Silva"
3193,"2011/2012","npm","saved_back_into_play",19,"Carlos Tevez","NA"
3193,"2011/2012","n","shot",63,"Sergio Aguero","Samir Nasri"
3193,"2011/2012","n","shot",69,"Sergio Aguero","David Silva"
3194,"2011/2012","n","shot",3,"Peter Odemwingie","Nicky Shorey"
3194,"2011/2012","npm","saved_back_into_play",76,"Peter Odemwingie","NA"
3196,"2011/2012","p","penalty",21,"Jonathan Walters","Jonathan Walters"
3197,"2011/2012","n","shot",18,"John Terry","Nicolas Anelka"
3197,"2011/2012","n","shot",51,"Daniel Sturridge","Raul Meireles"
3197,"2011/2012","n","shot",90,"Dong-Won Ji","Nicklas Bendtner"
3198,"2011/2012","n","shot",67,"Emmanuel Adebayor","Scott Parker"
3198,"2011/2012","n","shot",80,"Jermain Defoe","Niko Kranjcar"
3199,"2011/2012","n","shot",13,"Gabriel Agbonlahor","Barry Bannan"
3199,"2011/2012","n","shot",57,"Leon Best","Cheik Tiote"
3200,"2011/2012","n","shot",10,"Gervinho","Alex Song"
3200,"2011/2012","n","shot",25,"Aiyegbeni Yakubu","Junior Hoilett"
3200,"2011/2012","n","shot",34,"Mikel Arteta","Aaron Ramsey"
3200,"2011/2012","o","own-goal",50,"Alex Song","NA"
3200,"2011/2012","n","shot",59,"Aiyegbeni Yakubu","Steven Nzonzi"
3200,"2011/2012","o","own-goal",68,"Laurent Koscielny","NA"
3200,"2011/2012","n","header",85,"Marouane Chamakh","Robin van Persie"
3201,"2011/2012","n","shot",37,"Anthony Pilkington","Steve Morison"
3201,"2011/2012","n","header",42,"Bradley Johnson","David Fox"
3201,"2011/2012","p","penalty",64,"Martin Petrov","NA"
3202,"2011/2012","n","deflected",31,"Franco Di Santo","Ben Watson"
3202,"2011/2012","n","header",33,"Phil Jagielka","Tim Cahill"
3202,"2011/2012","n","header",84,"Apostolos Vellios","Tony Hibbert"
3202,"2011/2012","n","shot",90,"Royston Drenthe","Denis Stracqualursi"
3203,"2011/2012","n","shot",18,"Sergio Aguero","David Silva"
3203,"2011/2012","n","shot",46,"Sergio Aguero","Edin Dzeko"
3203,"2011/2012","n","shot",56,"Bobby Zamora","Clint Dempsey"
3203,"2011/2012","n","deflected",75,"Danny Murphy","Bobby Zamora"
3204,"2011/2012","n","header",8,"Chris Smalling","Ashley Young"
3204,"2011/2012","n","distance",37,"Nani","Jonny Evans"
3204,"2011/2012","n","shot",45,"Wayne Rooney","Nani"
3204,"2011/2012","n","shot",46,"Fernando Torres","Nicolas Anelka"
3204,"2011/2012","npm","missed",57,"Wayne Rooney","NA"
3205,"2011/2012","n","shot",5,"Titus Bramble","Stephane Sessegnon"
3205,"2011/2012","o","own-goal",11,"Jonathan Woodgate","NA"
3205,"2011/2012","n","deflected",28,"Craig Gardner","Nicklas Bendtner"
3205,"2011/2012","n","direct_freekick",59,"Sebastian Larsson","NA"
3206,"2011/2012","p","penalty",14,"Scott Sinclair","NA"
3206,"2011/2012","n","header",24,"Leroy Lita","Scott Sinclair"
3206,"2011/2012","n","shot",49,"Nathan Dyer","Leroy Lita"
3207,"2011/2012","n","distance",7,"Luka Modric","NA"
3207,"2011/2012","dg","disallowed",19,"Luis Suarez","NA"
3207,"2011/2012","n","shot",66,"Jermain Defoe","Rafael van der Vaart"
3207,"2011/2012","n","loose_ball",68,"Emmanuel Adebayor","Jermain Defoe"
3207,"2011/2012","n","volley",90,"Emmanuel Adebayor","Benoit Assou-Ekotto"
3208,"2011/2012","n","shot",8,"Joey Barton","Shaun Wright-Phillips"
3208,"2011/2012","n","distance",10,"Alejandro Faurlin","NA"
3208,"2011/2012","n","shot",87,"Dudley Campbell","Armand Traore"
3209,"2011/2012","n","shot",46,"Robin van Persie","Aaron Ramsey"
3209,"2011/2012","n","shot",71,"Robin van Persie","Theo Walcott"
3209,"2011/2012","n","shot",89,"Alex Song","Bacary Sagna"
3210,"2011/2012","n","shot",29,"Fernando Torres","Juan Mata"
3210,"2011/2012","n","shot",36,"Ramires","Ashley Cole"
3210,"2011/2012","n","shot",76,"Ramires","Jose Bosingwa"
3210,"2011/2012","n","header",86,"Ashley Williams","Mark Gower"
3210,"2011/2012","n","shot",90,"Didier Drogba","Florent Malouda"
3211,"2011/2012","o","own-goal",11,"Roger Johnson","NA"
3211,"2011/2012","n","shot",38,"Luis Suarez","Jose Enrique"
3211,"2011/2012","n","shot",49,"Steven Fletcher","Stephen Hunt"
3212,"2011/2012","n","shot",68,"Mario Balotelli","Sergio Aguero"
3212,"2011/2012","n","shot",89,"James Milner","David Silva"
3213,"2011/2012","n","shot",27,"Demba Ba","Leon Best"
3213,"2011/2012","n","header",30,"Demba Ba","Steven Taylor"
3213,"2011/2012","n","shot",37,"Junior Hoilett","Martin Olsson"
3213,"2011/2012","n","header",54,"Demba Ba","Cheik Tiote"
3214,"2011/2012","n","shot",31,"Leon Barnett","Elliott Bennett"
3214,"2011/2012","n","header",48,"Steve Morison","Marc Tierney"
3214,"2011/2012","n","distance",86,"Kieran Richardson","Dong-Won Ji"
3215,"2011/2012","p","penalty",58,"Barry Bannan","Barry Bannan"
3215,"2011/2012","o","own-goal",90,"Richard Dunne","Richard Dunne"
3216,"2011/2012","n","shot",27,"Nani","Darren Fletcher"
3216,"2011/2012","n","header",52,"Peter Crouch","Matthew Etherington"
3217,"2011/2012","dg","disallowed",12,"Pajtim Kasami","Pajtim Kasami"
3218,"2011/2012","n","shot",3,"Rafael van der Vaart","Emmanuel Adebayor"
3218,"2011/2012","n","header",23,"Gareth Bale","Luka Modric"
3218,"2011/2012","n","distance",50,"Mohamed Diame","Ronnie Stam"
3219,"2011/2012","n","shot",36,"Gabriel Agbonlahor","Barry Bannan"
3219,"2011/2012","n","shot",62,"Darren Bent","Gabriel Agbonlahor"
3220,"2011/2012","n","shot",56,"Adam Johnson","Aleksandar Kolarov"
3220,"2011/2012","n","shot",59,"Mario Balotelli","Samir Nasri"
3220,"2011/2012","n","shot",73,"Samir Nasri","David Silva"
3220,"2011/2012","n","header",87,"Stefan Savic","Samir Nasri"
3221,"2011/2012","n","header",2,"Daniel Sturridge","Juan Mata"
3221,"2011/2012","n","tap_in",15,"Frank Lampard","Daniel Sturridge"
3221,"2011/2012","n","distance",25,"Daniel Sturridge","David Luiz"
3221,"2011/2012","n","tap_in",27,"Frank Lampard","NA"
3221,"2011/2012","n","header",46,"Dedryck Boyata","Martin Petrov"
3221,"2011/2012","n","shot",58,"Frank Lampard","Didier Drogba"
3222,"2011/2012","npm","saved",44,"Dirk Kuyt","NA"
3222,"2011/2012","n","volley",71,"Andy Carroll","Jose Enrique"
3222,"2011/2012","n","loose_ball",82,"Luis Suarez","Dirk Kuyt"
3223,"2011/2012","n","shot",2,"Andrew Johnson","Moussa Dembele"
3223,"2011/2012","p","penalty",20,"Danny Murphy","NA"
3223,"2011/2012","n","shot",38,"Andrew Johnson","Bobby Zamora"
3223,"2011/2012","n","shot",60,"Andrew Johnson","Danny Murphy"
3223,"2011/2012","n","shot",65,"Clint Dempsey","Bobby Zamora"
3223,"2011/2012","n","shot",74,"Bobby Zamora","Clint Dempsey"
3224,"2011/2012","n","header",68,"Anderson","Wayne Rooney"
3224,"2011/2012","n","tap_in",87,"Danny Welbeck","Ji-Sung Park"
3225,"2011/2012","n","header",4,"James Morrison","Chris Brunt"
3225,"2011/2012","n","shot",5,"Shane Long","NA"
3225,"2011/2012","n","deflected",24,"Nicklas Bendtner","Sebastian Larsson"
3225,"2011/2012","n","header",26,"Ahmed El Mohamady","Nicklas Bendtner"
3226,"2011/2012","p","penalty",9,"Scott Sinclair","Scott Sinclair"
3226,"2011/2012","n","shot",85,"Daniel Graham","Daniel Graham"
3227,"2011/2012","n","volley",40,"Rafael van der Vaart","Emmanuel Adebayor"
3227,"2011/2012","n","tap_in",51,"Aaron Ramsey","Alex Song"
3227,"2011/2012","n","distance",73,"Kyle Walker","Luka Modric"
3228,"2011/2012","n","header",17,"Demba Ba","Yohan Cabaye"
3228,"2011/2012","n","shot",38,"Jonas Gutierrez","NA"
3228,"2011/2012","n","header",88,"Steven Fletcher","Adam Hammill"
3229,"2011/2012","n","shot",1,"Robin van Persie","Gervinho"
3229,"2011/2012","n","direct_freekick",31,"Sebastian Larsson","NA"
3229,"2011/2012","n","direct_freekick",83,"Robin van Persie","NA"
3229,"2011/2012","dg","disallowed",84,"Dong-Won Ji","NA"
3230,"2011/2012","n","header",31,"Daniel Sturridge","Ashley Cole"
3230,"2011/2012","n","header",45,"John Terry","Frank Lampard"
3230,"2011/2012","n","tap_in",61,"Ramires","Juan Mata"
3230,"2011/2012","n","tap_in",81,"Apostolos Vellios","Royston Drenthe"
3231,"2011/2012","n","direct_freekick",68,"Steven Gerrard","NA"
3231,"2011/2012","n","tap_in",81,"Javier Hernandez","Danny Welbeck"
3232,"2011/2012","n","bicycle_kick",28,"Mario Balotelli","Micah Richards"
3232,"2011/2012","n","shot",47,"Adam Johnson","Yaya Toure"
3232,"2011/2012","n","header",52,"Vincent Kompany","Adam Johnson"
3232,"2011/2012","n","shot",65,"Stephen Warnock","Charles N'Zogbia"
3232,"2011/2012","n","shot",71,"James Milner","Gareth Barry"
3233,"2011/2012","p","penalty",40,"Rafael van der Vaart","NA"
3233,"2011/2012","n","tap_in",48,"Demba Ba","Jonas Gutierrez"
3233,"2011/2012","n","shot",68,"Jermain Defoe","Emmanuel Adebayor"
3233,"2011/2012","n","shot",86,"Shola Ameobi","Ryan Taylor"
3234,"2011/2012","n","shot",1,"Anthony Pilkington","Steve Morison"
3234,"2011/2012","n","header",10,"Russell Martin","David Fox"
3234,"2011/2012","n","shot",12,"Daniel Graham","Scott Sinclair"
3234,"2011/2012","n","shot",64,"Anthony Pilkington","Bradley Johnson"
3235,"2011/2012","n","shot",16,"Heidar Helguson","NA"
3235,"2011/2012","n","header",24,"Christopher Samba","Jason Lowe"
3236,"2011/2012","n","tap_in",80,"Jonathan Walters","Matthew Etherington"
3236,"2011/2012","n","header",87,"Rory Delap","Matthew Etherington"
3237,"2011/2012","n","shot",8,"Chris Brunt","Billy Jones"
3237,"2011/2012","n","shot",76,"Peter Odemwingie","Paul Scharner"
3238,"2011/2012","o","own-goal",4,"Gary Caldwell","NA"
3238,"2011/2012","n","distance",40,"Mohamed Diame","Ben Watson"
3238,"2011/2012","n","shot",45,"David Ngog","Kevin Davies"
3238,"2011/2012","npm","saved_back_into_play",73,"Kevin Davies","NA"
